region,sex,age,occu,seniority,5.1,5.2,5.3,engpro,multexp,8,9,10,11,12_rev,13.1,13.2,13.3,14,15,16,17,18,19,20.1,20.2,20.3,21,22,23,24,25,26,27,28_rev,29_rev,30_rev,31,32,33,34,35
4,2,38,2,3,0,0,0,1,1,3,4,3,3,3,0,0,1,3,3,3,3,3,3,0,1,0,3,3,3,4,4,4,3,4,4,4,2,2,3,3,3
4,2,37,2,3,0,0,0,1,2,3,3,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,30,2,2,1,0,0,2,1,4,3,2,3,3,0,0,0,3,3,3,3,2,4,0,1,0,3,3,3,4,3,3,3,3,4,2,2,3,3,3,3
4,2,29,6,2,1,0,0,2,2,4,3,3,4,2,0,0,0,1,1,1,1,1,1,0,0,0,4,3,3,4,3,3,4,4,4,2,2,1,1,1,1
4,2,32,2,2,0,0,0,2,3,4,4,4,5,4,0,0,0,2,2,3,3,3,3,1,1,0,4,4,4,4,4,4,5,5,4,5,2,3,4,3,4
4,2,25,2,1,0,0,0,2,2,4,4,2,4,3,1,0,0,3,2,1,2,2,2,0,0,1,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1
4,2,30,2,2,1,0,0,2,3,4,4,4,3,4,0,0,0,2,2,2,2,2,2,0,1,0,4,4,4,4,4,4,3,3,4,2,3,3,3,3,3
4,2,37,2,3,0,0,0,1,3,5,5,3,5,3,0,0,0,2,2,2,2,2,3,1,1,0,4,4,4,4,4,4,4,4,4,2,2,2,3,3,2
4,2,40,3,4,0,0,0,1,1,5,3,3,3,4,0,0,0,2,2,2,2,2,2,0,0,0,4,3,3,4,4,4,4,5,5,5,1,1,1,1,1
4,1,36,3,2,0,0,0,3,4,4,4,4,5,4,0,0,1,2,2,2,2,2,2,1,0,0,3,5,5,5,4,5,4,4,5,3,3,3,4,4,3
4,2,54,6,4,1,0,0,2,1,4,4,3,4,4,0,0,0,1,2,1,1,1,3,1,1,0,4,4,3,3,5,5,3,5,5,5,2,1,1,1,1
4,2,48,3,4,0,0,0,2,2,5,5,2,4,4,0,0,1,3,2,2,3,2,3,1,1,0,2,4,4,5,4,3,4,3,3,1,3,2,3,3,3
4,2,34,2,3,1,0,0,2,2,4,4,3,3,4,0,0,1,2,2,2,2,2,2,0,0,0,4,3,3,4,4,4,5,4,5,3,3,3,4,3,3
4,2,31,2,2,1,0,0,2,2,4,4,3,4,4,0,0,0,3,2,2,2,2,2,1,0,0,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3
4,2,38,5,3,1,0,0,2,2,4,4,3,3,5,0,0,0,2,2,2,2,2,2,0,0,0,3,3,3,4,4,4,5,4,4,4,2,2,3,2,2
4,2,48,6,4,0,0,0,2,2,5,4,3,3,2,1,0,1,3,3,3,2,2,2,0,0,1,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3
4,2,46,1,3,1,1,1,2,2,5,5,5,5,5,0,0,1,2,2,2,2,2,3,0,1,0,5,5,5,5,5,4,5,5,5,1,3,3,3,3,3
4,2,47,2,4,0,1,0,2,2,5,5,1,1,5,1,0,1,4,4,4,3,3,3,0,1,0,3,5,5,5,5,5,3,3,4,1,4,4,4,4,4
4,2,31,3,1,0,0,0,2,4,5,5,3,4,5,0,0,0,3,2,2,2,2,2,0,0,0,4,4,5,5,4,4,4,3,4,2,3,2,2,2,2
4,2,53,2,4,0,0,0,1,1,4,4,4,4,4,0,0,0,3,3,3,3,3,3,0,1,0,4,4,4,5,5,5,5,4,4,4,3,3,4,4,4
4,2,28,2,2,0,0,0,2,2,4,4,3,3,3,1,0,0,2,2,2,2,2,3,0,1,0,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3
4,2,29,2,1,0,0,0,2,4,5,4,3,4,4,0,0,0,4,4,3,3,3,3,0,0,0,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3
4,2,28,2,2,1,0,0,2,4,3,3,2,3,3,0,0,0,1,1,1,1,1,1,0,0,0,3,1,3,3,3,3,5,4,5,3,2,1,3,2,2
4,2,37,2,3,0,0,0,1,2,4,4,3,3,3,0,0,0,3,2,2,3,2,3,0,0,0,4,4,4,4,4,4,4,4,4,4,2,2,2,3,2
4,2,38,2,3,0,0,0,1,2,4,3,3,4,3,0,0,1,3,3,3,3,3,3,0,1,0,3,3,3,3,3,3,4,4,4,4,2,2,2,2,2
4,2,39,4,1,0,0,0,3,2,4,4,2,3,1,0,0,0,2,2,2,2,2,2,1,1,1,3,3,4,5,4,4,2,4,3,2,2,2,2,2,2
4,2,50,6,1,0,0,0,2,2,3,4,2,2,2,0,0,0,3,2,2,2,3,3,0,0,0,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3
4,2,38,2,3,0,0,0,1,1,4,4,2,3,3,0,0,0,2,2,2,2,2,2,0,0,0,3,3,3,3,3,3,3,4,5,5,2,2,2,2,2
4,2,43,6,1,1,1,1,2,1,4,3,3,3,3,1,1,1,3,3,3,3,3,3,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,43,6,1,0,0,0,2,3,4,4,2,3,4,0,0,1,3,3,3,3,3,3,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,58,2,4,0,0,0,2,2,4,4,3,4,3,0,0,1,2,2,2,2,2,2,1,0,0,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2
4,1,31,5,2,1,0,0,2,2,5,5,4,5,2,0,0,0,1,1,1,1,1,1,0,0,0,5,5,5,5,5,5,4,4,5,4,2,1,4,2,2
4,2,49,2,4,0,0,0,2,1,4,4,3,3,3,0,0,0,2,2,2,2,2,2,0,0,0,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
4,2,34,6,3,0,0,0,2,1,3,4,3,3,3,0,0,0,3,2,2,2,2,3,0,0,1,3,3,3,3,3,3,3,4,4,4,2,2,2,2,2
4,1,41,3,3,0,0,0,2,1,4,4,2,4,3,0,0,0,2,2,2,2,2,2,0,1,0,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2
4,1,48,3,4,0,0,0,2,1,4,5,3,4,4,0,0,0,2,2,2,2,2,2,0,0,0,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2
4,2,49,2,4,0,0,0,2,1,5,5,3,4,4,0,0,0,2,2,2,2,1,3,0,1,0,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3
4,2,34,2,3,0,0,0,2,2,4,4,2,4,3,0,0,0,3,3,3,3,3,3,1,1,1,3,4,4,4,4,4,3,4,4,2,2,3,3,3,3
4,2,36,2,3,0,0,0,2,2,5,5,2,4,5,0,0,0,2,2,2,2,3,2,1,1,1,5,5,4,4,5,5,5,5,4,3,3,3,3,3,3
4,2,53,2,4,1,0,0,2,1,4,5,4,4,5,0,1,0,3,3,3,3,3,4,0,0,0,3,5,5,5,5,5,5,3,5,3,3,3,3,3,3
4,2,46,1,3,1,0,0,3,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
4,1,51,1,3,0,0,1,2,2,4,4,3,4,4,0,0,1,3,3,2,2,2,3,0,1,0,4,3,3,4,4,4,3,4,4,2,3,2,3,2,2
4,2,51,2,4,0,0,0,2,1,5,5,5,5,4,0,0,1,2,2,2,2,2,2,1,1,0,4,4,5,5,5,5,5,3,3,2,3,3,4,3,3
4,2,34,2,3,0,0,0,2,2,5,5,3,3,2,1,0,0,2,3,2,2,2,2,0,0,0,4,4,3,4,5,4,3,4,4,2,2,2,4,2,1
4,2,28,2,2,0,0,0,2,2,4,5,3,5,4,1,0,0,3,3,3,3,4,4,0,1,0,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3
1,2,29,1,1,1,0,0,2,2,4,3,4,4,3,0,0,0,4,4,3,4,4,4,1,1,1,3,4,4,4,4,4,4,4,4,4,3,3,3,3,2
4,2,54,2,4,0,0,0,2,1,4,3,3,3,3,0,0,0,3,3,4,4,4,4,0,1,0,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4
4,2,52,2,4,1,0,0,2,2,5,5,5,5,5,0,1,0,3,3,3,3,3,3,1,1,0,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
4,2,36,2,3,1,0,0,1,2,4,4,3,3,5,0,0,0,3,2,2,2,2,3,1,1,1,3,3,3,4,4,4,4,4,4,2,3,2,3,3,3
4,2,33,1,2,1,0,0,2,3,5,5,5,5,5,0,0,0,2,1,1,1,2,3,1,1,0,5,5,5,5,5,5,5,5,5,4,2,1,1,1,1
4,2,40,2,4,0,0,0,2,2,4,3,2,2,3,0,0,0,3,3,3,3,3,3,0,1,0,3,4,3,4,3,4,4,3,4,3,3,3,3,3,3
1,1,40,3,1,0,0,1,1,1,3,3,3,3,3,1,0,0,3,3,3,3,3,3,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,32,2,2,1,0,0,2,3,5,5,5,5,4,0,0,1,4,4,4,4,3,4,0,0,0,5,5,5,5,5,5,5,3,4,3,5,4,4,4,4
4,2,36,2,3,1,0,0,1,2,4,4,3,3,5,0,0,0,2,2,2,2,2,3,1,1,1,3,3,3,4,4,4,4,4,4,3,2,3,3,3,3
4,2,36,3,3,1,0,0,2,1,5,5,2,4,3,1,0,0,2,2,2,2,2,2,0,0,0,3,4,4,5,3,3,5,5,5,4,2,2,2,2,2
4,2,28,6,1,0,0,0,2,2,4,4,3,4,3,0,0,0,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,25,6,1,0,0,0,2,4,4,4,3,4,3,0,0,0,2,2,2,2,2,3,1,1,0,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4
4,1,34,3,2,0,0,0,1,1,4,4,2,4,3,0,0,0,1,1,1,1,1,1,1,0,0,2,4,2,4,4,4,3,5,5,5,2,1,1,1,1
4,2,41,3,4,0,0,0,1,1,4,4,3,3,4,0,0,0,2,2,2,2,2,2,0,0,0,3,3,3,3,3,3,3,5,5,5,2,2,2,2,2
4,2,28,2,2,0,0,0,2,2,4,4,2,4,4,0,0,0,2,1,1,1,1,2,0,1,0,4,5,4,4,4,4,4,4,5,5,2,1,2,2,2
4,1,40,3,3,0,0,0,1,1,4,4,3,4,3,0,0,0,2,2,2,1,1,1,0,0,0,3,4,2,4,2,3,3,5,3,2,2,4,3,3,3
1,1,36,3,1,1,0,0,3,1,5,4,3,4,4,1,0,0,2,4,4,2,2,1,1,0,1,2,4,4,4,4,4,4,3,4,3,3,3,3,4,3
4,2,44,2,4,0,0,0,1,1,4,4,3,4,5,0,0,0,2,2,1,2,2,2,1,1,1,3,4,3,4,4,4,5,4,4,3,3,2,3,3,2
1,1,36,1,2,0,0,0,3,4,4,4,3,4,4,0,0,0,3,3,3,2,3,3,0,0,1,4,4,4,4,4,3,4,3,5,3,3,2,2,2,2
2,2,43,2,4,0,0,0,2,2,4,4,3,3,3,0,0,0,3,3,3,3,3,3,0,0,1,4,4,3,5,5,5,3,3,4,3,2,2,2,2,2
3,1,32,3,1,0,0,0,1,1,5,5,2,5,5,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,5,5,5,5,1,1,1,1,1
2,2,27,3,1,1,1,1,2,3,2,5,5,5,4,1,0,0,3,3,3,3,3,5,1,0,0,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4
1,2,30,4,1,1,0,0,2,2,4,4,2,3,4,0,0,0,1,1,1,1,1,3,1,0,1,4,4,4,4,4,4,3,3,4,3,3,2,4,1,1
2,2,29,2,2,1,0,0,2,1,5,4,2,3,4,0,0,0,2,2,3,2,2,3,0,0,1,4,4,4,5,4,4,4,4,5,4,1,2,1,2,2
2,2,28,2,2,0,0,0,2,2,3,3,3,3,3,0,0,0,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,35,2,3,1,0,0,3,2,4,4,3,4,4,0,0,0,3,2,2,2,2,2,0,0,1,4,4,4,4,4,4,4,4,4,4,2,3,3,2,2
3,2,32,3,2,1,0,0,2,1,4,4,3,4,5,0,0,0,2,2,2,2,1,1,0,0,1,3,4,2,3,3,3,3,5,5,5,1,1,1,1,1
1,2,49,3,4,0,0,0,2,2,4,3,2,3,4,0,0,0,2,2,2,2,2,2,0,0,1,3,3,2,3,3,3,2,4,4,2,2,2,3,3,2
3,1,47,3,3,0,0,0,2,1,4,4,3,3,4,0,0,0,2,2,2,2,2,2,0,0,0,3,3,3,3,3,3,3,4,4,3,2,3,3,3,3
1,2,29,1,1,0,0,0,2,2,4,3,2,2,4,0,0,0,4,3,3,3,2,2,0,1,1,4,4,4,4,4,4,5,4,4,2,3,2,4,3,3
3,2,33,2,3,0,0,0,2,1,3,4,3,2,5,0,0,0,3,2,2,2,2,2,0,0,1,3,4,4,4,3,4,5,4,4,4,2,2,2,2,2
1,2,27,2,1,0,0,0,1,4,5,5,1,5,3,1,0,0,3,1,1,1,1,2,1,1,1,3,5,5,5,5,5,5,5,5,5,1,2,3,4,4
2,2,28,2,2,0,0,0,2,2,4,4,3,3,4,1,0,0,2,2,2,2,2,2,0,0,1,4,4,3,4,3,4,5,4,4,3,2,3,4,4,3
2,1,47,6,4,0,0,0,2,2,4,4,3,4,3,0,0,0,2,2,2,2,2,2,0,0,1,4,5,4,4,3,4,5,4,4,4,2,3,4,4,3
3,2,28,3,2,0,0,0,3,3,5,5,3,5,2,0,0,0,2,1,1,1,1,1,0,1,0,3,4,4,5,5,5,5,4,5,2,2,1,3,2,1
3,2,60,2,4,0,0,0,1,1,4,4,3,4,3,0,0,0,1,1,1,1,1,1,0,0,0,4,4,4,4,4,4,4,5,4,4,1,1,1,1,1
1,2,42,2,3,1,0,0,2,1,4,4,2,3,4,1,0,0,2,2,2,2,2,2,0,1,1,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2
2,2,52,2,4,0,0,0,1,1,4,3,2,4,4,0,0,0,2,2,2,2,2,2,0,1,1,4,4,4,4,4,4,3,4,4,4,2,1,1,1,1
2,1,33,5,1,1,0,0,3,2,3,3,3,3,5,0,0,0,2,2,3,3,2,3,0,0,1,3,3,4,4,4,4,5,3,4,4,3,2,2,2,2
2,2,42,3,4,1,0,0,1,4,4,5,2,4,3,1,1,1,4,4,4,4,3,4,1,1,1,4,4,4,4,4,4,3,4,5,2,3,3,4,3,2
1,2,34,5,2,1,0,0,3,3,5,4,2,3,2,0,0,0,2,2,2,2,2,2,0,0,1,3,4,4,4,4,4,4,2,2,2,3,2,2,2,2
3,2,26,2,1,1,0,0,2,2,4,4,3,4,4,0,0,0,3,3,3,3,3,3,0,0,1,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3
3,2,41,2,3,1,0,0,3,2,4,4,4,4,4,0,0,0,3,3,3,3,2,2,0,0,0,2,4,3,4,5,5,1,3,3,2,4,4,5,5,4
4,1,48,1,3,0,0,0,2,2,4,5,4,4,4,0,0,0,3,3,2,2,3,3,1,0,0,4,4,4,4,4,4,4,4,4,2,2,2,2,3,3
1,1,41,3,2,0,0,0,1,2,5,4,2,4,5,0,0,0,1,1,1,1,1,2,0,0,1,5,4,5,5,4,5,5,5,5,5,1,1,1,1,1
3,2,27,2,2,1,0,0,2,2,4,4,2,3,4,0,0,0,2,2,2,2,2,2,0,0,1,4,4,4,4,4,4,5,4,4,2,2,2,4,2,2
1,2,46,2,4,0,0,0,2,1,5,5,3,5,4,0,0,0,3,3,3,3,3,3,1,1,1,5,5,5,5,5,5,5,5,5,4,2,4,4,4,4
1,2,32,6,2,1,0,1,3,2,4,4,1,2,1,1,0,1,2,3,3,2,4,4,1,1,1,2,1,1,1,2,2,2,3,4,2,3,3,3,3,3
4,2,35,6,1,1,0,0,3,2,4,4,2,4,5,0,0,0,4,4,4,4,4,4,1,0,0,4,4,4,5,4,4,4,3,4,2,3,3,3,3,3
3,2,28,2,2,0,0,0,2,2,4,4,4,3,2,0,0,0,2,1,1,1,1,1,0,0,0,4,3,2,4,4,4,3,5,5,2,2,2,2,2,1
1,1,50,1,4,1,1,1,3,4,5,5,4,5,5,0,0,1,3,4,4,4,4,4,1,1,1,5,5,4,5,4,5,3,3,4,2,3,4,4,4,4
2,1,40,1,3,0,0,0,3,4,5,5,3,5,3,0,0,0,3,3,3,3,3,3,0,1,1,5,5,5,5,5,5,3,5,5,2,3,3,3,3,3
4,2,39,3,4,1,0,0,2,2,4,5,2,4,5,0,0,0,3,3,2,2,2,5,1,1,0,5,5,4,4,4,4,5,2,3,2,5,4,5,5,4
4,2,37,2,3,1,0,0,1,4,4,4,4,4,5,0,0,0,2,1,1,1,1,2,0,0,0,4,3,3,4,4,4,5,5,5,1,2,2,2,2,2
1,1,51,4,2,0,0,1,3,4,5,5,1,5,5,0,0,0,5,5,5,5,5,5,0,0,1,5,5,5,5,5,5,5,4,5,5,2,2,2,2,3
1,1,34,1,2,0,0,0,2,2,5,5,2,5,1,0,0,0,2,2,2,2,2,2,0,1,1,5,5,5,5,5,5,2,5,5,2,2,2,2,2,2
1,2,55,2,4,1,0,0,2,2,5,4,4,4,4,0,0,0,2,2,2,2,3,4,0,0,1,4,4,3,5,4,4,4,4,4,4,3,3,4,4,3
2,2,57,2,4,0,0,0,2,2,4,4,2,4,5,0,0,0,3,4,3,3,2,4,1,1,1,4,4,4,4,5,4,4,4,5,2,3,2,2,2,2
3,2,31,2,2,1,0,0,2,3,4,3,2,3,4,1,0,0,3,2,2,2,2,2,0,1,0,3,4,4,4,4,4,4,5,5,2,3,2,2,2,2
1,2,35,1,1,1,0,0,3,1,5,5,4,5,5,0,0,0,3,1,1,1,4,1,1,1,1,5,5,5,5,5,5,3,3,3,1,5,1,1,1,1
3,2,40,2,3,0,0,0,2,2,3,3,3,3,4,0,0,0,3,3,3,3,3,3,0,1,0,4,4,3,3,4,4,3,4,4,4,2,2,2,2,2
4,2,27,6,1,0,0,0,2,2,4,4,2,4,2,0,0,1,4,2,2,2,2,2,1,1,0,4,4,4,4,4,4,4,3,4,2,3,3,3,3,3
4,1,34,3,1,0,0,0,2,2,5,4,2,5,3,1,0,0,2,2,2,2,2,3,1,1,0,3,3,4,4,4,4,4,3,3,3,2,2,3,3,3
1,1,54,3,4,1,0,0,1,2,5,4,3,3,4,0,0,0,2,2,2,2,3,5,1,1,1,4,5,3,4,5,3,2,2,5,2,4,4,4,4,4
1,2,58,2,4,0,0,0,2,2,4,4,1,3,4,0,0,0,4,4,4,4,4,4,1,1,1,1,4,4,4,4,2,4,2,4,2,2,2,2,2,2
1,2,43,2,4,1,0,0,2,3,5,5,5,5,5,0,0,1,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,4,5,4,3,3,3,3,3
3,2,35,2,3,0,0,0,1,2,5,4,2,4,4,1,0,0,3,2,2,2,2,2,0,1,0,4,4,4,5,5,5,4,5,4,2,2,2,2,3,2
4,2,31,2,2,1,0,0,2,2,5,5,4,5,2,1,0,1,3,3,2,2,1,3,1,1,0,4,4,5,4,5,5,5,5,5,4,2,2,3,2,2
3,2,42,2,4,0,0,0,1,2,4,4,3,4,3,0,0,0,2,2,2,2,2,2,0,0,1,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2
2,2,36,1,2,1,0,0,3,3,2,2,3,4,5,0,0,0,2,2,2,2,2,2,0,0,1,5,4,2,4,4,4,4,3,5,2,3,2,3,2,3
3,2,56,1,4,0,0,1,1,1,4,4,3,3,3,0,0,0,1,1,1,1,1,1,1,0,0,3,3,2,4,4,4,3,5,2,1,1,1,1,1,1
1,2,40,1,2,0,0,0,3,2,4,4,3,4,4,0,0,0,2,2,2,2,2,2,0,1,1,3,4,3,4,4,4,3,3,4,2,3,3,2,2,2
2,2,48,2,4,0,0,0,2,1,4,5,2,3,3,0,0,0,3,3,3,3,3,4,0,0,1,4,4,4,4,4,4,3,3,4,3,3,3,3,4,3
3,2,32,2,2,1,0,0,2,2,4,4,2,4,4,0,0,0,3,3,3,3,3,3,0,0,0,4,4,4,4,4,4,5,5,5,3,2,2,2,2,2
2,2,29,2,2,1,0,0,2,1,4,4,3,3,3,0,0,0,3,3,3,3,3,4,0,0,1,4,4,3,4,4,4,4,4,4,4,3,2,3,2,2
3,2,53,2,4,0,0,0,2,2,4,5,3,4,5,0,0,0,2,2,2,2,2,2,0,1,0,3,4,4,4,4,4,5,5,5,4,1,2,3,2,3
1,2,43,2,3,1,0,0,2,4,4,4,4,4,4,0,0,0,3,2,3,3,3,3,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,2,31,2,2,0,0,0,1,3,5,5,2,5,2,0,0,1,2,2,2,2,2,2,0,1,0,4,4,5,5,5,5,5,5,5,5,2,2,2,2,2
4,2,28,3,1,0,0,0,2,2,4,4,4,4,4,0,0,0,3,3,3,3,3,3,0,0,0,4,4,4,4,4,4,4,5,5,5,2,4,4,4,4
4,2,24,2,1,1,0,0,2,2,4,4,2,3,4,1,0,0,2,3,2,2,2,3,0,0,1,2,4,3,4,4,4,4,4,4,3,2,2,3,2,2
3,2,34,2,3,1,0,0,2,2,5,5,1,2,4,1,0,0,1,1,1,1,1,1,0,0,0,4,4,4,4,5,4,1,5,5,2,2,2,1,3,2
3,1,42,1,3,1,0,0,2,3,4,4,4,4,3,0,0,0,3,3,3,3,3,3,0,0,0,4,3,2,4,4,4,4,4,5,4,2,3,3,3,3
4,2,26,2,1,0,0,0,2,1,4,4,3,3,3,0,0,0,2,2,2,2,2,2,0,0,0,4,4,3,4,4,4,3,4,4,4,2,2,3,3,3
2,1,58,1,4,1,1,1,3,2,4,4,3,3,4,0,0,0,3,2,2,2,3,3,0,1,1,4,4,4,4,4,4,4,4,5,3,3,2,2,2,2
1,1,42,1,3,0,1,1,4,4,5,5,3,5,1,0,0,1,3,2,2,2,2,2,1,1,1,3,5,4,4,4,4,4,3,5,3,4,4,4,4,4
4,2,43,2,4,0,0,0,2,2,4,3,3,2,4,0,0,0,3,2,4,2,2,4,0,1,0,1,3,2,2,3,3,2,4,3,4,3,4,3,2,2
3,1,39,1,3,1,0,0,3,4,5,5,5,5,5,0,0,0,2,1,1,1,2,1,1,0,0,5,5,5,5,5,5,5,3,5,2,4,3,3,2,2
3,2,30,1,1,1,0,0,4,1,5,5,4,5,3,0,0,0,2,2,2,1,4,1,0,0,1,5,5,5,5,5,5,4,2,4,3,3,4,3,3,3
4,2,58,6,4,1,0,0,2,1,4,4,2,4,4,0,0,0,1,1,1,1,1,5,1,1,0,2,3,4,2,5,4,4,5,5,5,2,2,2,1,2
4,2,45,6,3,0,0,0,2,2,4,4,2,3,2,0,0,0,3,3,3,3,4,3,1,0,1,2,2,4,4,3,4,4,4,4,2,3,2,2,3,2
3,2,52,2,4,0,0,0,2,3,5,5,2,5,4,0,0,0,2,2,2,2,2,2,1,0,0,4,4,4,4,4,5,2,5,4,4,2,1,2,2,2
4,2,27,2,1,1,0,0,2,2,4,4,3,3,2,0,0,0,2,2,2,2,2,2,0,1,1,3,4,3,3,4,4,4,4,4,3,2,3,3,3,3
4,2,27,2,1,1,0,0,2,2,5,5,4,5,4,0,0,0,2,2,2,3,2,2,1,1,0,4,4,4,5,4,4,5,5,5,4,3,3,3,3,3
2,2,33,2,2,1,0,0,2,2,4,4,4,4,4,0,0,0,3,3,3,3,3,3,1,1,1,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2
2,2,31,4,1,1,0,0,2,1,4,5,4,4,4,0,0,0,2,1,1,2,2,2,0,0,0,4,4,4,4,3,3,4,4,4,3,1,1,2,2,2
1,2,27,1,1,1,0,0,3,3,4,4,2,4,4,1,0,0,2,2,2,2,3,2,0,1,1,4,4,4,4,4,4,4,3,4,2,3,2,4,3,2
2,2,27,2,1,1,0,0,3,2,4,4,3,3,4,1,0,0,3,3,3,3,4,3,0,1,1,4,4,4,4,4,5,3,4,5,3,2,2,2,2,2
1,2,25,2,1,0,0,0,2,1,4,4,2,4,4,1,0,0,2,2,2,2,2,2,0,1,1,4,5,3,4,4,4,4,5,5,5,1,2,2,2,2
4,1,29,6,1,0,0,0,2,1,5,3,2,3,4,0,0,0,2,3,3,3,2,3,0,0,0,4,2,3,4,2,2,4,4,4,4,3,3,3,3,3
