region,sex,age,occu,seniority,5.1,5.2,5.3,engpro,multexp,8,9,10,11,12_rev,13.1,13.2,13.3,14,15,16,17,18,19,20.1,20.2,20.3,21,22,23,24,25,26,27,28_rev,29_rev,30_rev,31,32,33,34,35
3,2,54,2,4,0,0,0,2,2,4,4,4,4,4,0,0,1,4,4,4,4,3,3,1,0,0,4,4,3,4,4,4,4,4,4,3,1,1,3,1,3
1,2,30,3,2,1,0,0,4,4,3,5,5,4,5,0,0,0,1,1,3,2,1,2,0,0,1,4,3,2,3,3,3,5,2,5,1,5,3,4,4,1
3,2,46,3,3,0,0,0,1,1,4,4,4,4,4,0,0,0,1,1,1,1,1,1,0,0,0,4,4,3,3,4,4,4,4,4,4,2,2,2,2,2
3,1,55,3,4,1,0,0,2,2,3,3,3,3,3,0,0,0,3,3,3,3,3,3,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,1,31,6,2,0,0,0,2,3,4,4,4,4,3,0,0,0,3,2,2,2,2,2,0,0,1,2,4,4,4,4,4,4,5,4,4,2,2,2,2,2
1,2,54,2,4,1,0,0,2,2,4,4,3,4,5,0,0,0,3,3,3,3,3,4,0,1,1,5,5,4,5,5,5,5,4,4,4,3,2,2,2,2
4,2,37,2,2,1,0,0,2,2,4,5,2,3,2,0,0,0,2,2,2,2,2,2,0,1,0,4,4,4,4,4,4,4,5,5,2,2,2,2,2,2
4,2,37,2,3,0,0,0,1,4,5,5,3,5,3,0,0,0,2,1,1,1,1,1,0,0,0,5,5,5,5,5,5,5,4,3,3,3,3,3,4,4
1,2,31,5,2,0,0,0,2,4,5,5,3,5,4,0,0,0,2,2,2,2,2,2,0,1,1,5,5,5,5,5,5,5,4,4,4,2,2,2,2,2
2,1,39,1,2,0,0,1,4,4,4,3,3,3,5,0,0,0,4,2,2,2,4,2,0,1,1,4,5,4,4,2,4,5,2,4,2,5,4,4,4,4
1,2,57,6,4,0,0,0,2,2,4,4,4,4,3,0,0,0,4,3,3,3,3,4,0,0,0,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2
2,2,28,1,1,1,0,0,3,3,4,4,2,2,4,0,0,0,2,2,2,2,4,2,0,0,1,4,4,2,4,4,4,4,4,4,3,2,2,4,4,4
3,2,39,1,2,0,0,0,3,3,4,4,3,3,4,0,0,0,4,4,4,3,3,3,0,1,0,5,5,4,5,5,5,5,4,5,2,3,2,2,2,2
4,2,34,2,3,0,0,0,1,1,5,4,4,5,3,0,0,0,1,1,1,1,1,1,0,0,0,3,4,5,4,5,5,4,1,5,5,1,1,1,1,1
3,2,41,1,2,1,0,0,2,2,4,4,3,4,5,0,0,0,2,2,2,2,2,2,1,0,0,4,5,5,5,4,5,4,4,4,3,2,2,2,2,2
3,2,26,1,1,0,0,1,4,3,5,5,3,5,3,0,0,0,4,1,1,1,1,1,1,0,0,5,5,5,5,5,5,5,1,5,5,3,3,3,2,2
4,2,35,2,3,1,0,0,2,2,4,4,2,4,4,1,0,0,2,2,2,2,2,3,0,1,1,3,4,3,4,3,4,4,4,4,2,3,2,4,3,2
1,1,26,1,1,1,0,0,2,3,5,4,2,2,4,0,0,0,2,1,1,1,3,1,0,0,1,4,4,2,4,4,4,5,5,5,5,1,2,2,2,2
3,2,24,2,1,0,0,0,1,1,4,3,3,4,3,0,0,0,3,3,3,4,2,3,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,31,2,2,1,0,0,1,4,5,4,3,5,4,1,0,1,3,4,4,4,3,5,0,1,0,4,3,5,5,5,3,5,5,5,3,4,2,4,4,3
2,2,34,2,3,0,0,0,1,2,4,4,2,4,4,1,0,0,2,2,2,2,2,2,0,1,1,4,4,4,4,4,4,4,5,5,2,2,3,4,3,3
4,2,26,2,1,1,0,0,2,2,5,4,3,3,3,1,0,0,2,3,3,2,3,3,1,0,0,5,4,4,5,4,3,4,4,5,2,2,2,2,2,1
3,1,41,1,2,1,0,1,3,2,4,4,3,4,3,0,0,0,3,3,3,3,4,3,0,1,0,4,4,4,5,5,4,3,4,5,3,3,3,3,3,3
4,2,29,2,2,1,0,0,3,2,5,5,2,4,4,0,0,0,3,3,3,3,4,3,0,1,1,4,5,3,5,4,4,4,4,4,3,3,3,4,3,3
4,2,48,2,4,1,0,0,2,2,4,4,3,5,3,0,0,0,3,3,3,3,3,3,0,0,1,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3
4,2,46,2,4,1,0,0,2,2,3,3,3,3,4,0,0,0,2,2,2,2,2,3,0,1,0,3,3,3,4,3,3,4,4,4,4,2,2,2,2,2
4,2,34,2,3,1,0,0,2,2,5,4,3,4,4,1,0,0,3,3,3,3,2,3,0,1,0,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3
3,1,41,3,3,0,0,0,1,1,5,5,3,5,1,0,0,0,1,1,1,1,1,1,0,0,0,5,5,3,5,5,5,5,5,5,5,1,1,1,1,1
3,1,46,5,3,0,0,0,2,1,5,5,4,4,5,0,0,0,2,2,2,1,2,2,1,1,0,5,5,5,5,5,5,5,5,5,4,2,2,2,2,2
2,2,45,2,4,1,0,0,2,2,4,4,3,4,4,0,0,0,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,2,44,6,2,1,0,0,1,3,4,4,1,4,4,0,0,0,1,1,1,1,1,4,0,1,1,4,4,4,5,5,4,4,5,2,4,4,2,4,4,3
4,1,51,1,3,0,1,1,2,4,5,4,3,4,5,0,0,0,2,2,3,1,3,4,0,0,0,5,4,4,4,3,3,4,5,5,2,2,2,2,2,2
3,1,35,1,3,1,0,0,3,3,5,5,3,4,2,0,0,0,3,3,3,3,3,2,1,0,0,5,5,3,5,5,5,2,5,5,2,3,3,3,2,3
2,2,30,4,1,0,0,0,2,2,4,4,3,3,5,0,0,1,3,3,2,2,4,3,0,1,1,4,4,5,5,4,4,5,4,5,5,2,2,3,2,3
1,2,55,2,4,0,0,0,2,1,5,4,3,4,4,0,0,0,2,1,1,1,1,3,1,1,1,4,4,4,4,4,4,5,5,5,3,1,1,1,1,1
2,1,49,1,3,1,1,1,3,3,5,5,3,4,4,0,0,0,3,3,3,3,2,2,0,0,1,4,4,3,4,3,4,4,3,5,4,2,2,2,2,2
2,2,38,3,3,0,0,0,3,3,4,4,3,4,3,0,0,0,4,4,4,4,1,3,1,1,1,4,4,4,4,4,4,4,4,5,2,2,3,4,4,4
2,2,55,2,4,0,0,0,1,2,4,4,3,4,4,0,0,0,3,3,3,2,2,3,1,0,0,2,4,3,4,4,4,4,4,4,3,3,2,3,2,2
1,2,34,2,3,1,0,0,2,2,4,4,2,3,3,0,0,0,2,2,2,2,2,2,0,0,0,3,3,4,4,4,4,3,4,4,3,2,2,2,2,2
2,1,43,6,3,1,0,0,3,2,5,5,2,5,3,0,1,0,4,3,3,3,3,4,0,1,1,5,5,5,5,5,5,5,4,4,3,3,4,4,4,4
1,1,50,5,4,1,0,0,3,2,5,5,4,5,5,0,0,0,2,2,2,2,2,2,1,1,1,5,5,5,5,5,5,5,3,4,3,3,2,2,2,2
4,2,46,1,3,0,0,1,2,2,4,4,2,4,4,0,0,0,2,2,2,2,2,3,0,0,0,4,4,4,4,4,4,4,4,5,2,3,2,2,2,2
1,1,42,3,3,0,0,0,2,4,4,2,2,4,4,0,0,0,1,1,1,1,1,1,0,0,0,3,3,3,3,3,3,3,3,5,3,2,1,1,3,1
4,2,33,2,2,0,0,0,2,3,4,4,2,4,3,0,0,0,2,3,3,3,2,3,0,0,0,4,4,4,4,4,4,4,4,3,4,2,2,3,2,2
4,2,33,3,1,1,1,1,3,2,3,4,3,4,3,1,0,1,3,3,3,3,3,4,0,1,0,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3
4,2,52,2,4,0,0,0,2,1,5,5,3,5,2,0,0,0,2,3,2,2,2,2,0,1,0,5,3,3,5,5,5,2,5,5,5,2,2,2,3,2
4,2,30,2,1,0,0,0,1,1,3,4,2,3,3,0,0,0,2,2,2,2,2,2,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,28,2,1,0,0,0,2,2,3,4,3,4,3,0,0,1,3,3,3,3,3,4,1,0,0,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4
4,2,30,6,1,0,0,0,2,1,4,4,2,2,4,0,0,0,2,2,2,2,2,2,0,1,0,3,4,4,4,4,4,4,3,3,2,2,2,2,2,2
1,2,44,2,4,0,0,0,2,3,4,4,2,2,4,0,0,0,2,1,1,1,1,2,0,1,1,3,4,3,5,4,3,4,3,4,3,3,2,2,1,2
1,2,44,1,2,1,0,0,2,3,4,4,3,4,4,0,0,0,3,3,3,3,3,3,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
3,1,30,3,1,0,0,1,1,3,4,4,2,3,3,0,0,0,1,1,1,1,1,1,0,1,0,3,3,4,4,3,3,3,5,5,4,2,2,3,3,3
3,1,57,6,4,0,0,0,2,2,5,5,3,4,4,0,0,0,2,2,2,2,2,2,0,0,1,4,4,4,4,4,4,4,4,2,4,3,2,2,2,2
1,2,44,2,4,0,0,0,2,4,4,4,3,3,4,0,0,0,2,2,2,2,2,2,0,0,1,4,4,3,4,4,4,4,5,5,5,1,1,1,1,1
4,1,52,1,2,0,0,0,1,1,4,4,3,3,4,0,0,0,2,2,2,2,2,2,0,0,0,4,4,3,4,4,4,4,4,4,3,2,2,3,2,2
2,2,37,2,3,1,0,0,2,3,4,4,3,4,4,0,0,0,3,2,2,2,2,3,0,0,1,3,4,3,4,4,4,4,5,4,4,3,2,3,3,2
3,2,47,3,4,0,0,0,2,4,5,5,3,4,5,0,0,0,2,1,1,1,2,2,0,0,0,4,4,3,3,4,4,5,4,5,3,2,2,2,3,3
1,1,44,1,3,1,1,0,3,4,5,5,4,4,5,0,0,0,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4
3,1,43,1,3,1,0,0,2,4,5,4,4,3,4,0,0,0,2,1,1,1,3,1,0,1,0,3,4,4,4,4,4,5,5,5,2,4,2,3,2,2
2,2,54,1,4,1,1,1,3,3,5,5,5,5,5,0,0,0,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,45,1,3,0,0,0,3,4,5,5,5,5,5,0,0,0,3,4,3,2,2,4,1,0,1,4,5,5,5,5,5,4,4,4,2,4,4,4,3,4
1,1,56,3,4,0,0,0,2,2,5,4,2,4,5,0,0,0,2,2,2,2,1,3,0,1,1,4,5,3,5,3,3,5,4,5,4,2,2,3,3,2
3,1,49,6,4,1,0,0,2,4,5,4,3,4,4,0,0,0,3,2,2,2,1,2,1,1,0,4,4,4,5,5,4,4,4,5,4,2,3,3,2,2
3,2,55,1,3,1,1,1,3,3,4,4,4,3,3,0,0,0,2,1,1,1,2,2,0,0,0,4,4,2,4,4,4,3,3,3,2,3,2,2,2,2
4,1,43,1,1,1,0,0,2,2,4,4,3,4,3,0,0,0,3,3,3,3,3,3,0,0,0,4,4,3,4,4,4,4,5,5,4,2,2,2,2,2
2,2,41,1,2,0,0,0,3,2,5,5,3,4,2,0,0,0,3,2,2,2,2,2,0,0,1,4,4,4,4,3,5,5,4,4,2,3,3,3,3,4
2,2,33,1,1,1,1,0,2,2,4,3,3,3,3,0,0,1,2,1,2,2,3,2,0,0,1,4,3,3,4,3,4,4,3,5,3,2,2,2,2,2
2,2,38,1,3,1,0,1,2,3,4,4,3,3,4,0,0,0,3,2,2,2,2,2,0,1,1,3,3,3,4,3,3,3,3,4,2,3,3,3,3,3
1,1,59,1,4,1,1,1,3,2,5,5,2,4,3,0,0,0,3,2,2,1,2,2,0,0,0,5,5,3,4,4,4,4,4,4,2,3,3,2,2,2
2,2,42,1,3,1,0,0,2,4,5,5,5,5,5,0,0,0,2,2,2,2,2,5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,2,41,1,1,1,0,0,2,3,5,5,4,4,5,0,0,0,2,2,2,2,2,2,0,0,0,4,4,3,4,4,4,2,4,5,2,3,2,3,2,2
4,2,38,2,3,1,0,0,2,2,5,5,5,5,3,0,0,0,2,2,2,2,3,4,0,0,1,5,5,4,5,4,4,4,4,4,4,3,2,3,3,3
2,1,44,1,2,1,0,0,3,2,5,4,2,4,3,0,0,0,4,4,4,4,4,4,1,1,1,3,4,4,5,5,4,1,4,5,2,5,4,4,4,4
2,2,49,2,4,0,0,0,2,1,5,5,3,4,4,0,0,1,2,3,3,2,2,2,1,1,1,4,5,5,5,5,5,3,5,5,4,1,1,1,1,1
4,2,50,2,4,0,0,0,2,1,4,4,3,4,3,0,0,0,2,2,2,2,2,3,0,1,0,4,4,3,3,4,4,4,3,4,3,3,2,3,3,3
3,2,49,2,4,1,0,1,2,2,5,5,2,5,3,0,0,1,3,1,2,3,1,1,1,0,0,5,5,5,5,5,5,5,5,5,5,2,1,2,3,2
2,1,29,1,1,1,0,0,2,2,4,4,2,4,3,0,0,0,2,2,2,2,3,3,1,1,1,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3
3,1,29,1,1,1,0,0,3,4,5,5,4,4,4,0,0,0,5,5,4,4,4,4,0,1,1,5,5,4,5,3,4,4,4,5,2,4,5,5,5,5
1,2,59,1,4,1,0,0,3,4,5,5,5,5,5,0,0,0,3,3,3,3,3,3,1,1,1,5,5,5,5,5,5,5,2,3,2,4,4,4,4,4
1,2,33,6,2,0,0,0,2,1,4,4,4,4,4,0,0,0,3,3,3,3,3,3,0,0,1,4,4,3,4,4,4,4,4,4,4,2,1,2,2,2
4,2,39,2,3,0,0,0,2,1,4,4,2,3,3,0,0,0,2,2,2,2,2,2,0,0,0,3,3,3,4,3,3,4,3,3,3,2,2,2,2,2
4,2,24,2,1,1,0,0,2,2,4,4,3,3,1,0,0,0,3,3,3,3,3,3,0,1,0,1,4,4,4,4,4,2,5,3,2,3,3,4,3,4
3,2,25,3,1,1,0,0,3,2,5,5,5,5,4,1,0,0,3,4,3,2,2,4,1,0,0,5,5,5,5,5,5,4,3,4,3,3,3,4,3,4
3,1,28,6,1,1,0,0,2,2,4,4,3,3,3,0,0,0,2,1,1,1,1,1,0,0,1,4,5,4,4,5,4,4,3,4,3,2,2,3,2,2
1,2,48,2,3,0,0,0,2,3,5,4,3,4,4,0,0,0,3,3,3,3,3,3,0,1,0,3,4,4,4,4,4,5,4,4,4,3,3,3,3,3
1,2,35,1,2,1,0,0,3,3,4,4,3,4,4,0,0,0,2,2,2,2,3,2,0,1,1,3,3,3,4,4,3,4,4,5,3,3,2,3,2,2
2,2,32,2,3,0,0,0,2,2,4,4,2,3,4,1,0,0,2,2,2,2,2,2,0,0,1,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3
1,1,41,3,3,0,0,0,2,2,5,5,5,4,4,0,0,0,4,4,3,2,3,3,0,0,1,4,3,4,4,3,4,4,3,4,3,4,4,3,4,4
1,2,26,2,1,1,0,0,2,2,4,4,3,3,4,1,0,0,2,2,2,2,1,2,0,1,1,4,4,3,4,4,4,4,4,4,3,3,3,3,2,2
1,2,51,2,4,0,0,0,2,2,5,5,3,5,2,0,0,0,2,3,3,2,2,2,1,1,0,2,5,4,4,4,4,4,5,5,2,2,2,2,2,2
4,1,54,1,4,1,1,1,3,3,5,5,4,5,4,0,0,1,2,2,2,2,3,2,1,0,0,3,4,4,4,4,4,4,3,5,2,3,3,4,3,3
2,1,29,1,1,1,0,1,3,4,5,5,4,4,4,0,0,0,2,2,2,2,2,2,0,0,1,4,4,3,4,3,3,4,3,5,4,3,2,3,2,2
3,2,44,2,4,0,0,0,2,2,5,5,2,4,5,0,0,0,3,2,3,2,3,2,0,0,1,4,4,4,4,4,4,5,4,4,3,2,2,3,3,2
3,2,48,2,4,0,0,0,1,1,4,4,3,4,4,0,0,0,2,2,2,2,2,2,0,0,0,3,3,3,3,3,3,3,4,4,4,2,2,2,2,2
3,2,54,2,4,1,0,0,2,2,5,4,2,4,4,0,0,0,1,1,1,1,2,1,0,0,0,3,4,3,4,5,4,4,4,4,3,2,2,2,2,1
2,2,29,2,1,1,0,0,2,2,4,3,3,2,4,0,0,0,2,2,2,2,2,2,0,0,1,4,4,2,4,3,3,4,4,4,2,2,2,3,3,3
1,2,45,2,4,0,0,0,1,4,4,4,4,4,4,0,0,0,2,2,2,2,2,2,0,0,1,4,4,4,4,4,4,4,5,5,5,2,2,2,2,2
2,2,36,3,2,1,0,0,2,1,4,3,2,3,4,1,0,1,2,3,2,2,2,2,0,0,1,4,4,3,4,3,4,2,4,4,3,3,2,4,4,2
2,1,58,1,4,1,0,0,3,2,5,5,5,5,5,0,0,0,3,3,3,3,2,3,1,1,1,5,5,5,5,5,5,5,4,5,3,3,4,4,4,4
1,2,37,1,1,1,0,0,3,4,5,5,5,5,5,0,0,0,3,3,3,3,3,3,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,2,56,2,4,0,0,0,2,1,5,5,2,5,4,0,0,0,3,3,3,3,2,2,0,0,0,5,4,4,5,5,5,2,4,5,4,2,1,1,3,2
1,2,41,5,2,1,0,0,2,2,5,4,3,4,3,0,0,0,2,1,2,3,3,2,0,1,1,4,4,4,4,4,4,4,4,2,2,2,2,3,3,2
1,2,29,2,2,1,0,0,2,2,4,4,2,3,3,0,0,0,3,2,2,2,2,3,0,1,1,4,4,4,5,5,4,4,5,5,4,2,2,2,3,2
1,2,47,5,4,0,0,0,2,1,5,4,3,4,4,0,0,0,2,2,2,2,2,3,0,1,0,4,4,4,4,4,3,2,4,4,3,3,2,3,3,3
1,1,30,6,1,0,0,0,2,1,4,3,1,4,3,0,0,0,2,1,1,2,1,1,0,0,1,2,3,4,4,1,3,5,5,4,3,1,1,2,3,1
2,2,34,6,2,1,0,0,2,2,3,3,1,3,2,0,0,0,1,1,1,1,1,1,0,1,1,4,4,3,4,5,4,2,5,5,4,3,1,2,2,2
2,1,48,3,4,0,0,0,2,2,5,5,3,5,5,0,0,1,4,3,3,4,2,4,1,1,1,4,4,5,5,4,4,4,4,4,3,3,3,3,3,3
2,1,55,6,4,1,0,0,2,2,4,4,2,4,4,0,0,0,3,3,3,3,3,3,1,1,1,4,4,4,4,4,4,4,4,5,3,3,4,4,4,3
4,2,48,2,4,0,0,0,2,1,5,5,2,4,4,0,0,1,2,2,2,2,2,2,0,0,0,4,4,4,5,5,4,5,4,4,3,3,3,3,3,3
1,2,55,3,4,0,0,0,2,4,4,4,1,3,3,0,0,0,2,2,1,1,1,1,0,1,1,2,3,3,3,3,3,3,2,4,2,3,2,3,4,2
3,2,40,2,3,0,0,0,2,2,4,4,3,4,4,0,0,0,2,1,2,1,1,1,0,0,1,4,4,4,3,3,3,5,4,4,4,3,3,3,3,3
1,2,28,1,1,1,0,0,4,4,5,5,3,4,4,0,0,0,4,2,2,2,4,2,1,1,1,4,4,5,4,4,4,4,3,4,2,3,2,4,4,2
4,1,52,1,2,0,0,0,2,2,5,4,3,4,3,0,0,1,2,2,2,2,2,2,0,0,0,4,3,3,3,4,4,4,3,4,3,3,2,3,2,2
3,2,56,2,4,0,0,0,2,1,4,4,3,2,3,0,0,0,1,1,1,1,1,1,0,0,0,4,4,2,4,4,3,4,4,4,3,2,1,2,2,1
1,2,46,2,4,1,0,0,2,4,5,4,4,4,4,1,0,0,3,3,3,3,3,3,1,0,1,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3
3,1,58,3,4,1,0,0,2,2,5,5,4,5,3,0,0,0,1,1,1,1,1,1,0,0,0,5,5,5,5,4,4,5,4,5,2,2,1,1,2,2
1,1,55,6,4,1,0,0,2,2,4,4,2,4,5,0,0,0,2,2,2,2,2,2,0,1,0,5,5,4,5,5,5,3,4,4,3,3,3,3,3,3
2,1,44,1,3,1,0,0,2,3,4,4,2,3,5,0,0,0,4,4,4,2,3,4,0,1,1,4,5,5,4,4,5,1,5,5,2,3,3,4,4,4
4,1,47,1,3,1,0,0,3,2,4,4,3,4,4,0,0,1,3,3,3,3,3,3,0,1,0,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2
1,2,59,2,4,0,0,0,2,2,5,4,2,4,3,0,0,0,2,2,2,2,2,2,1,1,1,5,5,4,5,5,5,5,4,4,3,3,2,2,3,2
1,1,32,3,1,0,0,0,2,4,5,4,4,4,5,1,1,1,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,4,5,5,1,5,4,4,4,4
2,2,43,2,4,0,0,0,2,2,3,4,4,4,4,0,0,1,2,2,2,2,2,2,0,0,1,4,4,2,4,4,2,4,4,5,4,2,2,2,2,2
3,1,47,1,2,1,0,0,2,3,5,4,2,4,4,0,0,0,3,2,2,2,4,2,0,1,0,5,5,4,4,4,4,4,3,2,1,3,2,4,2,2
3,2,32,2,2,1,1,1,3,1,5,5,3,4,5,0,0,0,4,4,4,3,4,3,0,0,0,3,5,5,5,5,5,5,2,4,2,4,3,3,3,3
3,2,27,6,1,0,0,0,2,1,4,2,3,4,1,0,0,0,1,1,1,1,1,1,0,0,1,2,4,1,4,5,4,3,4,4,5,1,1,1,1,1
3,1,56,5,4,0,0,0,2,2,5,5,4,4,3,0,0,0,1,1,1,1,1,4,1,1,1,2,4,3,4,4,4,4,4,3,2,3,2,2,2,2
3,1,57,1,4,1,1,1,3,4,4,4,5,4,5,0,0,1,2,1,3,1,3,2,1,1,0,3,4,4,5,4,4,4,4,2,4,3,2,3,2,2
1,2,40,2,3,1,0,0,2,2,4,4,2,3,3,0,0,0,2,2,2,2,2,2,0,0,1,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2
3,2,52,6,4,0,0,0,2,1,2,2,4,2,4,0,0,0,1,1,1,1,1,1,0,0,1,4,2,3,4,1,3,5,5,5,5,1,1,2,3,1
1,2,39,5,3,1,0,0,2,1,5,5,3,4,4,0,0,0,3,3,3,3,2,1,0,0,1,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4
1,1,64,1,4,1,1,1,3,3,4,3,5,3,4,0,0,0,3,2,2,2,4,4,1,1,1,4,4,3,5,5,4,2,2,4,2,4,4,4,3,3
3,2,54,3,4,0,0,0,2,2,4,5,4,4,5,0,0,0,2,3,3,3,4,3,0,0,0,4,5,5,4,5,4,4,5,5,2,2,2,2,3,3
1,1,45,6,3,0,0,0,3,3,5,5,2,4,5,1,0,1,4,4,4,4,3,4,1,1,1,5,5,4,4,5,4,4,2,4,2,3,3,3,3,3
3,2,29,2,1,1,0,0,2,2,5,5,5,5,5,0,0,0,5,5,5,5,5,5,0,1,0,5,5,4,5,5,5,5,4,5,3,2,2,2,3,3
2,1,39,1,1,0,0,0,2,3,4,3,4,4,4,0,0,0,1,1,1,1,1,1,0,0,1,4,4,4,4,4,4,4,5,5,4,3,3,3,3,3
2,1,31,3,1,0,0,0,2,4,4,3,2,3,3,0,0,0,2,2,2,2,2,2,0,0,1,3,2,2,3,3,3,3,3,3,3,2,2,3,2,2
1,2,54,2,4,0,0,0,1,1,5,5,4,4,4,0,0,0,3,2,2,2,2,2,0,0,1,4,4,4,5,5,5,5,5,5,4,3,3,3,3,3
2,2,48,1,3,0,0,1,2,3,3,4,2,3,2,0,0,0,1,1,1,1,2,1,0,1,1,4,4,2,4,3,3,3,4,5,2,2,2,3,2,2
3,2,34,3,3,1,0,1,3,1,5,5,4,4,4,0,0,0,1,1,1,1,1,1,0,0,0,5,5,3,5,5,5,5,4,4,3,3,1,1,1,1
3,1,39,1,2,0,0,0,2,4,5,5,4,4,4,0,0,0,2,1,1,1,3,3,0,0,0,5,5,4,5,5,5,5,5,3,3,3,2,2,1,3
1,1,39,1,1,0,0,0,2,4,5,4,3,3,2,0,0,0,2,2,2,2,3,2,0,1,1,4,4,4,4,4,4,4,4,3,2,3,2,2,2,2
3,1,48,1,3,1,1,1,3,4,5,5,5,4,4,0,0,0,3,3,3,3,2,3,1,0,0,5,5,4,5,5,5,4,4,5,2,4,3,4,3,3
1,2,28,5,2,0,0,0,2,1,4,4,2,3,3,0,0,0,2,2,2,2,2,2,1,1,1,4,4,2,4,3,4,5,4,4,2,2,2,4,3,3
2,1,50,6,4,0,0,0,2,1,4,4,4,4,4,0,0,0,2,2,2,2,2,2,1,0,0,4,3,3,3,4,3,3,4,4,3,2,3,3,3,3
3,1,54,3,4,0,0,0,2,2,4,4,4,4,4,0,1,0,3,3,3,3,3,3,1,1,1,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2
1,2,36,2,3,1,0,0,2,2,4,4,3,3,5,0,0,0,2,1,1,1,1,1,0,1,1,4,4,2,4,1,2,2,5,5,2,2,2,1,1,1
1,1,49,6,4,1,0,0,2,2,5,5,4,4,5,0,0,0,2,3,2,2,2,2,0,1,1,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4
